text,airline,prediction
@AmericanAir this subject line says it all.... https://t.co/U56uxn1BUE,AmericanAir,negative
@AmericanAir not explanation provided at checkin,AmericanAir,negative
Wanna jump in here @AmericanAir or @JetBlue https://t.co/w06jhbQVvv,AmericanAir,neutral
We have been awake since 3AM and stuck in ORD since 7:30 AM. No gesture of goodwill from @americanair thus far.,AmericanAir,negative
"@AmericanAir ""she didn't know"" then I asked why my seat # showed differently on my app and she argued with me that I was looking at the",AmericanAir,negative
"@AmericanAir and I did ask the gate agent, she said it shows here you are 22C and you aren't on the list... I asked why wasn't I -",AmericanAir,negative
@AmericanAir 2 hours in the runway Ì†ΩÌ≤ÖÌ†ºÌøø,AmericanAir,negative
@AmericanAir I'll even give you their names and all the supervisors as well. The whole team is completely in forgiving and rude,AmericanAir,negative
"@AmericanAir sure will, I'm a Ì†ΩÌ≤Ø % Disabled veteran and she didn't care at all. Spent 12 yrs flying her back n forth with AA. Now we are done",AmericanAir,negative
@AmericanAir WHY YALL BAN LEGGINGS I WANNA SEE SOME CAKE ON THE PLANE,AmericanAir,negative
@AmericanAir Told United I'd dress smart casual for a free ticket. I'd do the same for you. You're my tried and true.,AmericanAir,negative
@AmericanAir  it showed changed and because it said it was already requested,AmericanAir,negative
@AmericanAir my seat # was changed from 22c to 5a - which doesn't even exist on this plane - I didn't look at the list at first because,AmericanAir,negative
"Arizona Gov. @dougducey gives airlines, like @AmericanAir &amp; @SouthwestAir, a big tax break on jet fuel. https://t.co/veSrvBJ7h4",AmericanAir,negative
What the line looks like when @AmericanAir has you board then delays you for an hour then cancels your flight bc tu‚Ä¶ https://t.co/EiSMz3Ec0v,AmericanAir,negative
"The #Crestron  DMPS3-4K-300 Technology Tour starts tomorrow in Atlanta, then Dallas on Thursday @CrestronHQ @AmericanAir LAX-ATL, Let's go!",AmericanAir,negative
If we were on @alaskaair instead of @americanair they would have done all the leg work for us and switched us to another flight w/o asking.,AmericanAir,negative
@JohnBarrowman @AmericanAir the guy you elbowed was Ed Asner!,AmericanAir,neutral
Thanks to the awesome @AmericanAir  crew at JFK Gate 37 for hooking a brother up with a great seat on an earlier flight!,AmericanAir,negative
Our @americanair flight kept getting delayed due to maintenance. We asked to switch flights &amp; now they are saying weather delay. Ì†ΩÌ∏íÌ†ΩÌ∏≠,AmericanAir,negative
two years later and no compensation of or call from either airline only thing I've seen is each @British_Airways @AmericanAir point fingers,AmericanAir,negative
We love to fly @alaskaair b/c they have the best customer service! We had to use their partner @americanair &amp; it's been a bad experience.,AmericanAir,negative
@AmericanAir Will do!,AmericanAir,neutral
"@independentprep @AmericanAir It was because she was using employee passes, and there's a dress code for that.",AmericanAir,negative
@AmericanAir @ohdagyo these guys are the absolute worst @flyLAXairport . They hire the crappiest people that don't care about Guests,AmericanAir,negative
@united Heard about your sexist dress code policy for employee passes via the @washingtonpost. Proud to fly @AmericanAir in my leggings.,AmericanAir,negative
I'm obviously not much of an @AmericanAir priority. https://t.co/KktYrzhs65,AmericanAir,negative
@AmericanAir @ohdagyo my UA minor was threatened to be taken off the flight by the desk jockey cuz we kept asking her to push us through.,AmericanAir,negative
@Delta whats the best part about @AmericanAir,AmericanAir,neutral
"So @AmericanAir you cancelled 2 of my flights, put me on a new flight, then you missed the connect due to lateness. 22hrs &amp; lots of $ GONE!",AmericanAir,negative
"After traveling 36 times the last two years, these are my choices for @freddieawards @spg @spgassist @Delta‚Ä¶ https://t.co/Vg7qoeiJBT",AmericanAir,negative
@AmericanAir I've flown AA 37 times this year and close to half of those flights have been delayed because of mechanical issues. #AAproblem,AmericanAir,negative
@AmericanAir beast airline Ì†ΩÌ±äÌ†ºÌøΩÌ†ΩÌ±äÌ†ºÌøΩ,AmericanAir,positive
Shoutout to @AmericanAir for helping getting my reservation problems all fixed Ì†ΩÌ∏á thank you,AmericanAir,negative
@JonStroud @FEI_Global @chiefchemopony @AmericanAir Safe travels! Ì†ΩÌ∞¥,AmericanAir,negative
I'm obviously not much of an @AmericanAir priority. https://t.co/bXvrpedy6i,AmericanAir,negative
@AmericanAir like @CheapOair is known for their excellent customer service? Rude all around. Will not use either of you again. #fyi,AmericanAir,negative
@AmericanAir @British_Airways how does this work exactly?,AmericanAir,negative
"@GetterOfficial @AmericanAir I have status so it's hard to bail on em, but honestly kinda ready to switch it up.",AmericanAir,negative
"@AmericanAir I've just spoken to one of your colleagues who told me I'm not entitled to buy one since I booked thru BA, partly with Avios.",AmericanAir,negative
@AndySlater @AmericanAir breakfast of champions. #honeyofanO #canhelplowercholesterol https://t.co/tuFL0D5wvi,AmericanAir,neutral
"Crapola. I get to the airport early to check in and go through security, but @AmericanAir won't staff its counters‚Ä¶ https://t.co/GF2oThDIOn",AmericanAir,negative
"@kendorankin @EDI_Airport @AmericanAir no entertainment on both legs of the trip, cabins rubbish I've slept on better floors.",AmericanAir,negative
Waiting to see @AmericanAir position on leggings...,AmericanAir,negative
Helllloooooo!!! @AmericanAir -- why no #YVR gate agents?! I have to check bags. https://t.co/SYYrqkK8Hg,AmericanAir,negative
RT @JohnBarrowman: Just got on my flight back to LA on @AmericanAir &amp; @Stefanie_Powers is sitting in front of me. #Matador #LauraJane #Memo‚Ä¶,AmericanAir,negative
@JayAhre @cedeliing @InsertStrawHere @kimpek @AmericanAir I am apprehensive about this.,AmericanAir,neutral
@beth_sobel @cedeliing @InsertStrawHere @kimpek @AmericanAir just wait and see!,AmericanAir,neutral
@cedeliing @beth_sobel @InsertStrawHere @kimpek @AmericanAir the picture will happen,AmericanAir,neutral
@cedeliing @beth_sobel @InsertStrawHere @kimpek @AmericanAir oh thank god,AmericanAir,positive
@JayAhre @cedeliing @InsertStrawHere @kimpek @AmericanAir I will support this if it results in DFWNN Voltron.,AmericanAir,neutral
@JayAhre @beth_sobel @InsertStrawHere @kimpek @AmericanAir I brought mine today,AmericanAir,neutral
"But flying American means best trip ever!  (This is your chance to shine, @AmericanAir! Thank me later. Or now, w 5‚Ä¶ https://t.co/67fFLaWXBn",AmericanAir,negative
@beth_sobel @cedeliing @InsertStrawHere @kimpek @AmericanAir NOT UNTIL WE ALL WEAR OUR BETH SOBEL 4 LIFE SHIRTS,AmericanAir,negative
RT @ifyoucantwell: The @AmericanAir safety video is not a true single-take video. I refuse to believe it until I see proof.,AmericanAir,negative
"@JayAhre @cedeliing @InsertStrawHere @kimpek @AmericanAir Yeah, @InsertStrawHere is clearly Buttercup. By process o‚Ä¶ https://t.co/HESIwPAaNV",AmericanAir,negative
First time flying @AmericanAir &amp; their seats are super comfy! Ì†ΩÌª´,AmericanAir,negative
.@AmericanAir Opportunity missed. https://t.co/Wrp9Rxgfz9,AmericanAir,negative
So I paid @AmericanAir $94 To upgrade to an exit row two weeks ago. Got to the airport..no seat??? Middle seat niw?? #badbusiness,AmericanAir,negative
@cedeliing @InsertStrawHere @kimpek @AmericanAir I'm obv bubbles homie,AmericanAir,neutral
@JayAhre @cedeliing @InsertStrawHere @kimpek @AmericanAir Wait are the 3 of you not Voltron? #betrayal #ibelieved,AmericanAir,negative
"@JayAhre @InsertStrawHere @kimpek @AmericanAir I'm blossom, who is bubbles and who is buttercup?",AmericanAir,neutral
@MacDrizzle1313 Yeah. I am lucky I have friends in Dallas that we're awake and willing to come get me. @AmericanAir,AmericanAir,negative
why fly any other airline than @AlaskaAir or @Virgin ??? these other ones (@AmericanAir ) SUCK!!!!!!,AmericanAir,negative
@Americanair you are a JOKE.,AmericanAir,neutral
For the marketers. Will @Delta @AmericanAir @SouthwestAir @JetBlue jump on opportunity to help @SarahKSilverman w/‚Ä¶ https://t.co/NlmK7JrKcc,AmericanAir,negative
"I should have credited my flights to @AmericanAir. Really, @British_Airways? 174 Avios for an international flight? (LHR to SJC).",AmericanAir,negative
"@AmericanAir I get that, but it seems to happen to me a lot with your airline, and I'm rarely compensated appropriately.",AmericanAir,negative
@cedeliing @InsertStrawHere @kimpek @AmericanAir yeah dog that three way hug was magical. Felt like voltron for a sec,AmericanAir,negative
Another @AmericanAir quality breakfast. Ì†ºÌ∑®Ì†ºÌ∑¥Ì†ΩÌª´Ì†ºÌ∑∫Ì†ºÌ∑∏ #TiaJemimaenlacasa https://t.co/E0yuBHPk3g,AmericanAir,negative
@InsertStrawHere @kimpek @JayAhre @AmericanAir The Nerd Nighter rescue squad. With all three of us united im pretty‚Ä¶ https://t.co/ZfWQ6IcbZT,AmericanAir,negative
@toon_ace I know. But I was so exhausted. I couldn't drive. Still am haha @AmericanAir,AmericanAir,negative
@AmericanAir 1 hour delay because navigation system failure and now that it works you are charging fuel? so we where going to depart empty?,AmericanAir,negative
@kimpek Yeah. Luckily @JayAhre and @cedeliing rescued me. @AmericanAir,AmericanAir,negative
@IndieCardboard Oh no!!!! :( @AmericanAir,AmericanAir,neutral
@Delta Ì†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏Ç there going to get a lot of @AmericanAir business now,AmericanAir,negative
@AmericanAir All I asked for was a flight of the exact same price as my original. Why try to charge $200Ì†ΩÌ∏©. #SOS #Whytho #pregoproblems,AmericanAir,negative
RT @GusInabinet_: Pilot played fight song on plane coming home from NYC- thanks for a great flight experience @AmericanAir #Gamecocks #Fina‚Ä¶,AmericanAir,negative
"RT @airfarewatchdog: #Miami #MIA to #Barcelona #BCN #Spain $393 round-trip, nonstop, on @AmericanAir https://t.co/84NRltJRRd #airfare https‚Ä¶",AmericanAir,negative
"@AmericanAir thank you, but that doesn't make up for the fact I'm missing important meetings at work. Over two hours delayed.",AmericanAir,negative
Also screw you @AmericanAir for cancelling my connecting flight while I was on my original flight,AmericanAir,negative
@AmericanAir well..so much for 10 to 15 minutes...,AmericanAir,negative
"@AmericanAir You are my fave airline, @iflymia you are one of my fave airports, but nobody working the priority des‚Ä¶ https://t.co/5bwTLM2iEV",AmericanAir,negative
@CBarrows @SmartSuiteBree @JoelRRenner  I've never had issues with @AmericanAir or @JetBlue. Weather events should be covered by airlines :(,AmericanAir,negative
@AmericanAir  your staff is the absolute worst. Whatever slums you hire American AIrline staff from needs to be wiped off the map.,AmericanAir,negative
Congrats to @AmericanAir and @SouthwestAir who got my business today instead of @united,AmericanAir,negative
When @AmericanAir won't waive a one time flight change even though you're pregnant and sick Ì†ΩÌ∏´. #Notcool #pregoproblems #whytho #wtf,AmericanAir,negative
@ohdagyo @AmericanAir american is traaaaasg,AmericanAir,neutral
@AmericanAir you suck,AmericanAir,neutral
@AmericanAir more than enough!,AmericanAir,neutral
@AmericanAir for my destination today... so now I have to fly into Amarillo and drive 4 hours... and then to deal with a rude gate agent was,AmericanAir,negative
I bet they will think twice about screwing their customer next time @AmericanAir,AmericanAir,negative
"@AmericanAir now I'm sitting on a plane for 22 mins because we ""can't"" take off. Never have I experienced a flight that gets this delayedÌ†ΩÌ∏°",AmericanAir,negative
.@AmericanAir And now Ive been moved to the next available flight Aka I lost my main cabin window seat and now Im s‚Ä¶ https://t.co/eO8qpG4k08,AmericanAir,negative
@ALDTD @theseanodell @Gogo @AmericanAir Yeah impressed with AA! Pity @British_Airways are going backwards! Could learn a thing from AA,AmericanAir,negative
"@AmericanAir my flight was diverted last night due to weather, I missed my connection which is not your fault but there were no seats on",AmericanAir,negative
Never fly wit @AmericanAir they suck &amp; customer service sucks too. Can't wait til my lawyer is through wit them!!,AmericanAir,negative
Had my 12 yr old daughter threatened today by a bitch ass @AmericanAir desk jockey,AmericanAir,negative
Another great Monday spent with @AmericanAir #americanairlines #coffeetime #BurghBound https://t.co/CPXCfNJwUG,AmericanAir,negative
@AmericanAir my name isn't even on here https://t.co/bIWEkVzi7g,AmericanAir,neutral
"@AmericanAir I'm wearing cargo pants, will I be ok to board? I don't want to inappropriately represent Ì†ºÌ∑∫Ì†ºÌ∑∏, in general. @UnitedAirlines Ì†ΩÌ∏¨",AmericanAir,negative
@AmericanAir staff at LAX is the absolute worst! flying 13 yrs with u and they still treat us like shit. I'm done! This is my last AA flight,AmericanAir,negative
"@AmericanAir We always carry epipen.  Exposure can cause anaphylaxis, so only effective precaution would be to fly different airline.",AmericanAir,negative
@AmericanAir 22c - my app showed complimentary upgrade however I'm not on the list... this is becoming an every week occurrence,AmericanAir,negative
@AmericanAir Can you please confirm what 'give you the First Class service you deserve' means #anticipating,AmericanAir,negative
@AmericanAir first of all your gate agents are rude. How is it my phone says I'm in 5a which doesn't exist on this plan any my ticket says,AmericanAir,negative
".@AmericanAir I don't know if this is possible but if it is, please do something special for PAX in seat 4D on AA1940 25 Mar He went A&amp;B",AmericanAir,negative
RT @wtce_expo: Michelin chef @MarkSargey10 will recreate dishes served onboard @AmericanAir #WTCE2017 #TasteofTravel https://t.co/FpyUh55Zl‚Ä¶,AmericanAir,negative
Michelin chef @MarkSargey10 will recreate dishes served onboard @AmericanAir #WTCE2017 #TasteofTravel‚Ä¶ https://t.co/lTlffxPFO4,AmericanAir,negative
@AmericanAir know when ill be able to access my boarding pass? Thx https://t.co/yQHqGTZKzj,AmericanAir,negative
@AmericanAir but it was your mistake which cost your customer thousands,AmericanAir,negative
@AmericanAir u provide inconsistent info from One airport Therefore  inconsistent rule adherence  poor customer experience #fail,AmericanAir,negative
Who needs the reliability of @JetBlue or @SouthwestAir when you can feel the excitement of a delayed flight or lost bags with @AmericanAir,AmericanAir,negative
Flight is delayed another hour and a half and Im definitely missin my connection. This may be the first time im actually mad at @AmericanAir,AmericanAir,negative
Old vs. New! #classiclivery @AmericanAir #retweet #picoftheday https://t.co/KQwQN378pe,AmericanAir,negative
@AmericanAir one of my guys paid $240 to NOT miss his flight today out of LaCrosse WI.,AmericanAir,negative
Hey @AmericanAir GoGo on AA423 today is so slow it's virtually useless. Total rip off!!,AmericanAir,negative
@AmericanAir you are better than this. We landed at 8:25am and it's going to be 10 to 15 more minutes sitting on the taxiway. #Fail,AmericanAir,negative
"@AmericanAir an international flight, with the connection on the same PNR but the next day.",AmericanAir,negative
@AsJessicaTaylor @mifuller @shannonrwatts @tebfunk @Delta @united @AmericanAir @AlaskaAir @Virgin @SouthwestAir persons bens they flew on.,AmericanAir,negative
@AmericanAir just de-boarded. Back on the bus with 30 of my new closest friends. What's going on? https://t.co/KYjqiG2n9X,AmericanAir,negative
@AsJessicaTaylor @mifuller @shannonrwatts @tebfunk @Delta @united @AmericanAir @AlaskaAir @Virgin @SouthwestAir just suspend flight Ben of t,AmericanAir,negative
@AmericanAir Thanks AA for making a  simple 4 hour flight to a 18 hour due to your MX issue. Thank you for ruining my day.,AmericanAir,negative
"@AsJessicaTaylor @mifuller @shannonrwatts @tebfunk @Delta @united @AmericanAir @AlaskaAir @Virgin @SouthwestAir indeed, at this point would",AmericanAir,negative
RT @CLTMensShelter: We'll fly high at our #MovingMenHome 4/6 fundraising b-fast thanks to @AmericanAir sponsoring! Thank you!. #Donors http‚Ä¶,AmericanAir,negative
We'll fly high at our #MovingMenHome 4/6 fundraising b-fast thanks to @AmericanAir sponsoring! Thank you!. #Donors https://t.co/NIRnWr2YPq,AmericanAir,negative
"Agent threw a tirade, made us check a bag, flight barely half full. Hope our bag gets there, wish @SouthwestAir flew to Leon. @AmericanAir",AmericanAir,negative
RT @FishnChipAwards: Some of America's best #fishandchips eateries https://t.co/bcdtrcP8nO @VisitUSA@thedailymeal @AmericanAir @united @lon‚Ä¶,AmericanAir,neutral
@NicoleTodd_WUTR @AmericanAir Your having a wonderful trip.  I hope it gets better.,AmericanAir,negative
"'Too many bags' was a backpack &amp; my wedding dress, while my fianc√© had 2 carry-ons. Horrific customer service @AmericanAir 2/",AmericanAir,negative
"@AmericanAir 

Once again on the WORST FLIGHT IN THE WORLD.
0005, DFW to HLN, 8 hours. No charger ports, no seat back entertainment... Ugh..",AmericanAir,negative
That moment when your @AmericanAir is really American... https://t.co/dkriAKLqhK,AmericanAir,negative
"Horrible @AmericanAir. Flying to our wedding, and the boarding agent screamed at not only me, but her colleague for 'too many bags. 1/",AmericanAir,negative
"Oh great @AmericanAir thank you for boarding then making us get off for an ""issue with the plane """,AmericanAir,negative
@AmericanAir already tried! They said too bad.,AmericanAir,negative
Don't fly @AmericanAir they show zero effort in experience and customer service. Huge letdown after flying @delta,AmericanAir,negative
"@AmericanAir I've bought econ ticket, NY-Edinburgh, 4th May &amp; can't see any seats with extra legroom. Have any still 2 be released for sale?",AmericanAir,negative
@fostergram4 @AmericanAir @bigelowtea I very much enjoyed it!,AmericanAir,positive
Supposed to have been in Chicago at 920 last night. Now gonna get there at 2 pm today. @AmericanAir can I get some compensation?,AmericanAir,negative
@AmericanAir executive hung up on me because I was complaining. Wow. AA keeps getting worse. You make @southwest looks better every day. 2/,AmericanAir,negative
@AmericanAir You guys paying for my cab home now?,AmericanAir,negative
@mattysmalls @AmericanAir no freaking way? U forgot your leg warmers? Lololo,AmericanAir,negative
"RT @AmericanAir: @BC_Softball We're impressed by your #airportcardio! Now enough with those #runningeagles, we're going to turn you back in‚Ä¶",AmericanAir,negative
@AmericanAir got a call from someone in your executive office. She had no compassion for someone who got randomly removed from flight. 1/,AmericanAir,negative
"@AmericanAir Never seen a plane Ctrl + Alt + Del before, 4x at that. Thx for the XP, I guess...",AmericanAir,negative
RT @galwaybaypics: Busy skies over #Galway Bay this morning. @AmericanAir flight from London to Miami. God's speed folks... @BritishAirways‚Ä¶,AmericanAir,negative
"@AmericanAir your response does not address my concern as a consumer. Experience not the same, food price outrageous",AmericanAir,negative
@davidhill_co @theseanodell @Gogo @AmericanAir Service great on AA. Prices are set by GoGo. Seems to vary from flight to flight.,AmericanAir,negative
@AmericanAir my flight has been delayed for over an hour &amp; still keeps getting delayed because of a flight attendantÌ†ΩÌ∏° #angry #disappointed,AmericanAir,negative
@AmericanAir 2 L8 then once I'm home 2change my mind in flying wiv u &amp;making U my airline of choice!@united @AlaskaAir @Delta want my travel,AmericanAir,negative
@AmericanAir Your new aircraft provide such a better experience. It makes going back to the S80 that much harder.,AmericanAir,negative
@theseanodell  @Gogo It never used to be this expensive I don't recall.  First time on @AmericanAir for two years.  Service better though :),AmericanAir,negative
"@AmericanAir why do I have yo do your job guys? When I bought my tkt,u charged me straight away,u didn't tell me to go anywhere else,rite?Ì†ΩÌ∏°",AmericanAir,negative
Getting ready to fly home with @AmericanAir This one is slightly better than the one we had from Heathrow. It had b‚Ä¶ https://t.co/VA09A1N54W,AmericanAir,negative
RT @AmericanAir: Embracing everyone's skills makes us stronger. Ì†ΩÌ≤™Ì†ºÌøæ Ì†ΩÌ±©Ì†ºÌøº‚Äç‚úàÔ∏è https://t.co/Ih8YyDNDZ9,AmericanAir,negative
@AmericanAir 922 last night had to return to MIA after 3 hrs in flight. I wonder what extraneous charges I'll get hit with since I cancelled,AmericanAir,negative
@AmericanAir thx nobody answers that number,AmericanAir,negative
@AmericanAir carry on bag ok Bradley to Chicago no longer meets specs on return flight. What?! #fail,AmericanAir,negative
@allisonstan3 @AmericanAir usually does a good job. Did you see the @united gaffe this weekend?! Yikes! #UCM4490 #ICMKTG #whatNOTtodo,AmericanAir,negative
@united should learn from @Delta &amp; @AmericanAir. They have free viewing through their apps! Penny-pinching @united!,AmericanAir,neutral
"@ameenamarie People give @AmericanAir a lot of shit for being expensive, but all my points are there and I've never had any issues.",AmericanAir,negative
@AmericanAir cancelling 30 year frequent flyer membership and credit card  #fail,AmericanAir,negative
@AmericanAir Have you looked into upgrade options for my return journey to the UK to compensate for my horrendous outbound journey #pacifyme,AmericanAir,negative
@AmericanAir are military orders sufficient for my Soldier to get onto his flight and not pay for baggage? If so talk to girls at LaCrosse.,AmericanAir,negative
@AmericanAir The flight Sunday night from Toronto to Miami was perfect.   The flight attendants in business class were outstanding!,AmericanAir,negative
RT @CLTAirport: #MondayMotivation There are 9 daily nonstop flights to @PHXSkyHarbor on @AmericanAir #CarolinasinPhoenix #FinalFour https:/‚Ä¶,AmericanAir,neutral
@united get with the times! @AmericanAir changed those rules when they realized times have changed @GMA tell everyone to fly @AmericanAir,AmericanAir,negative
@AmericanAir your people at #Chcago O'Hare won't let me return home w same unchecked bag as I got here from CT on fri. Help,AmericanAir,negative
@AmericanAir what happens with luggage for a stopover that has an overnight stay?,AmericanAir,negative
"Home! Thanks for another safe one @americanair ‚úàÔ∏è (@ Dallas Fort Worth International Airport in DFW Airport, TX) https://t.co/JWqwm2gR57",AmericanAir,negative
Sorry @united I'm flying @AmericanAir from now on. Don't tell people how to dress,AmericanAir,negative
@davidhill_co @AmericanAir International from DFW-LHR is only $19! The problem is @Gogo and their ridiculous prices.,AmericanAir,negative
@GiantSweetTart @united Pssst...  @AmericanAir has the same dress code.,AmericanAir,negative
Great flight AA1602 @AmericanAir! Thank you for the leg room!!!,AmericanAir,negative
I hope @AmericanAir follows @united and bans cargo shorts on all flights this summer.,AmericanAir,negative
RT @YaBoyMolloy: @Delta @SouthwestAir @AmericanAir @united GUARANTEED 500+ college kids if any of y'all can offer cheaper tickets from RDU-‚Ä¶,AmericanAir,negative
@AmericanAir Bottom line is I travel every week and do not have hours to waste calling AA Exec Plat Desk to help.,AmericanAir,negative
@AmericanAir Thank you so much! Great customer service.,AmericanAir,positive
Pretty day up above the rain. #sunnydays @AmericanAir https://t.co/paVFFLu2VL,AmericanAir,positive
@AmericanAir thank you,AmericanAir,positive
@AmericanAir not only do I still not have my money back but I have been unable to get in contact with any customer service representatives!,AmericanAir,negative
@AmericanAir it has been over 2 months since I filed for a reimbursement for when you lost my bags on my trip to New Zealand,AmericanAir,negative
$40 to use the Internet for a 3 HR flight! Wow @AmericanAir !! and no didn't pay it using the free @TMobile offering,AmericanAir,negative
@AmericanAir way to keep up with maintenance on planes. Didn't want to get on 3064 or 3606 on time and see my family awake. Thanks!,AmericanAir,negative
@AmericanAir Then  noticed they also pulled 15K miles out of her account and mine for the same flight?   I called back again but not fixed.,AmericanAir,negative
Do NOT use @cheapoair or fly @americanair. Especially if you want to ‚Äúsave money‚Äù. Both give misleading info that causes rebooking/more $$$!,AmericanAir,negative
"@AmericanAir Since AA neglected to assign her a 1st class seat, her coach seat was sold to someone else.  Took 1.5 hours to get resolved.",AmericanAir,negative
RT @TerrySimons111: @AmericanAir take good care of new National Agility Champ &amp; star of award winning documentary @ARTC_thedoc #Ripper You‚Ä¶,AmericanAir,negative
@AmericanAir done,AmericanAir,neutral
Free wifi for #TMobile customers on @AmericanAir flights is awesome s/o #TMobileWingman Ì†ΩÌ±çÌ†ºÌøΩÌ†ΩÌ≤Ø,AmericanAir,negative
"@TSA @United @AmericanAir @SouthwestAir @WhiteHouse Maybe passengers should fly naked in clear plastic bag for santitary reasons
#MAGA #GFY",AmericanAir,negative
@AmericanAir definitely going to be at least platinum by this years end #flightnumber22 #rackingtheairmiles #racingdriverlife,AmericanAir,negative
RT @TerrySimons111: @AmericanAir thX #joshua for taking care of #Ripper the new #akc nat'l agility champion traveling home #2437 ATL-LAX en‚Ä¶,AmericanAir,negative
"@AmericanAir trying to get to NYC from YUL and we've been delayed, boarded, delayed and delayed again. Please explain.",AmericanAir,negative
Huh. I went through @AmericanAir 's online check-in process and never got the option to check a bag. Weird.,AmericanAir,negative
@AmericanAir will you do a status match with @Delta ?,AmericanAir,neutral
"#Miami #MIA to #Barcelona #BCN #Spain $393 round-trip, nonstop, on @AmericanAir https://t.co/84NRltJRRd #airfare https://t.co/fU0pMgOTBV",AmericanAir,neutral
@AmericanAir She had no seat assignment and they said none were available.  The problem is she also lost her coach seat due to the upgrade.,AmericanAir,negative
@AmericanAir Last Week spent 1.5 hours on the phone with EPD.  I had upgraded my wife using 15K/$75 and had no seat assignment.,AmericanAir,negative
RT @TerrySimons111: They are also on #2437 ATL-LAX @AmericanAir with #ripper https://t.co/xtwl6RyNmq,AmericanAir,negative
@AmericanAir will DM wig request for connecting flight issues,AmericanAir,negative
@angieR_B11 @AmericanAir oh no Ange hope your now sorted Ì†ΩÌ∏±,AmericanAir,neutral
"@AmericanAir idk if it was an age thing, a race thing, or if i had ""try me"" written on my forhead but this my worst flight experience",AmericanAir,negative
@AmericanAir yes you can! Sending me earlier from dfw to sfo not making me wait in dfw for like 6 hours.,AmericanAir,negative
RT @gabevillamizar: @AmericanAir have a litte bit of a situation/favor to ask.,AmericanAir,negative
@AmericanAir i have never recieved worst service AND IVE FLOWN SPIRIT i have never been so disrespected!!! https://t.co/tVX3J1gFEM,AmericanAir,negative
@AmericanAir my train back home by 30min and now am delayed by 3 hours. I am very frustrated by this.,AmericanAir,negative
@AmericanAir for everyone to get off the plane. Both were delayed by half an hour. I almost missed my connecting flight and now have missed,AmericanAir,negative
@AmericanAir I had at least 13 hours of travel during my trip. For both of my flights there was no communication with having the gate ready,AmericanAir,negative
@AmericanAir THEN ONE OF YOUR FLIGHT ATTENDANTS TOLD ME THAT I COULDNT CHANGE  TAMPON LIKE TF YES I CAN!!!,AmericanAir,negative
@AmericanAir just google the name and look for news as @ulif said and you will know for sure,AmericanAir,negative
2. for free on @AmericanAir because my brother works for them. If you are flying standby on buddy pass as an employee that is part of it.,AmericanAir,negative
"RT @iambeekay: @AmericanAir this is absolutely disgusting. I have a severe peanut allergy. How do I ""prepare"" for exposure? https://t.co/xd‚Ä¶",AmericanAir,negative
@AmericanAir I COULDN'T WASH MY HANDS BRO AND THATS FREAKING DISGUSTING,AmericanAir,negative
@AmericanAir THEN we get on the plane AND THE WATER DOESN'T WORK so were waiting another hour for maintenance  &amp; nothing was fixed!,AmericanAir,negative
"@AmericanAir  Son has peanut allergy too, as well as 4 other children in his class alone.  This policy will hurt your business.",AmericanAir,negative
Sunrise over @downtownMIA and @MiamiBeachNews on @AmericanAir #miami https://t.co/vKV3Isyoqw,AmericanAir,neutral
"@AmericanAir Worst customer srvc ever. Bumped frm Intl business to coach, rcvd small refund. Counter lady flat out lied promise full refund.",AmericanAir,negative
@AmericanAir THEN im waiting to board and there was a delay bc there was weird smell on the 1st plane having to wait an hour for a new one,AmericanAir,negative
Forced to stand outside 2+ hours &amp; shipped to this hotel #nowater #nolock on hotel door #nothanks @AmericanAir https://t.co/rOKT2cbW5x,AmericanAir,negative
@AmericanAir take good care of new National Agility Champ &amp; star of award winning documentary @ARTC_thedoc #Ripper‚Ä¶ https://t.co/nxoP7MkYOj,AmericanAir,negative
What we see in @united is disgusting. They sexualized those 2 young women.  @AmericanAir Gets my business.,AmericanAir,negative
@AmericanAir what's the point of boarding group 5 if every time the gate waits 2 secs before skipping to group 6?,AmericanAir,negative
@AmericanAir love having no workers Ì†ΩÌ∏çÌ†ΩÌ∏ç https://t.co/2cpaaq0DOI,AmericanAir,neutral
@Delta @SouthwestAir @AmericanAir @united GUARANTEED 500+ college kids if any of y'all can offer cheaper tickets from RDU-PHX for Final Four,AmericanAir,negative
@AmericanAir whoever was working at baggage check at the 2nd to last counter at around 5pm in Atlanta had a serious attitude and was rude,AmericanAir,negative
@AmericanAir okay but my original question still stands. How do I secure my bags when I'm packing for home? Especially with a Zipper cut,AmericanAir,negative
I only say this Bc my flight back home last night was so uncomfortable @AmericanAir,AmericanAir,negative
@AmericanAir we need to talk,AmericanAir,negative
@AmericanAir Can I cancel the first leg of my RT ticket? Looks like I'll be stuck in my destination and won't be able to make it :[,AmericanAir,negative
"Non-stop from New York to Barcelona or Madrid, Spain from only $376 roundtrip with @AmericanAir.‚Ä¶ https://t.co/PoBTjY0FU5",AmericanAir,neutral
@AmericanAir leaves thousands of passengers behind | Wings ... - Wings Journal : https://t.co/oVbfvbX1Ql,AmericanAir,negative
@AmericanAir i love being stuck in an airport with no representatives to help us for over 13 hours!1!1!1!1!1!11!,AmericanAir,negative
@AmericanAir lost my jkt on flight aa136 have had no response pls help,AmericanAir,negative
"Hi, @brendagoh_. If @AmericanAir gets buys a stake of China Southern, does that mean they will eventually join OneWorld?",AmericanAir,negative
